State,County,WICS11,FID,FID
Iowa,Union,4,675,675
Iowa,Van Buren,6,678,678
Iowa,Wapello,9,681,681
Iowa,Warren,9,685,685
Iowa,Washington,5,687,687
Iowa,Wayne,3,691,691
Iowa,Webster,8,694,694
Iowa,Winnebago,5,696,696
Iowa,Winneshiek,6,698,698
Iowa,Woodbury,21,702,702
Iowa,Worth,2,703,703
Iowa,Wright,5,705,705
Kansas,Allen,3,709,709
Kansas,Anderson,1,712,712
Kansas,Atchison,2,715,715
Kansas,Barber,2,717,717
Kansas,Barton,6,719,719
Kansas,Bourbon,3,722,722
Kansas,Brown,3,723,723
Kansas,Butler,6,726,726
Kansas,Chase,1,729,729
Kansas,Chautauqua,2,730,730
Kansas,Cherokee,4,732,732
Kansas,Cheyenne,1,736,736
Kansas,Clark,1,738,738
Kansas,Clay,3,739,739
Kansas,Cloud,3,740,740
Kansas,Coffey,1,745,745
Kansas,Comanche,1,748,748
Kansas,Cowley,6,752,752
Kansas,Crawford,5,756,756
Kansas,Decatur,1,759,759
Kansas,Dickinson,3,762,762
Kansas,Doniphan,3,765,765
Kansas,Douglas,12,767,767
Kansas,Edwards,1,770,770
Kansas,Elk,2,773,773
Kansas,Ellis,4,774,774
Kansas,Ellsworth,2,776,776
Kansas,Finney,3,778,778
Kansas,Ford,3,784,784
Kansas,Franklin,3,786,786
Kansas,Geary,3,788,788
Kansas,Gove,2,790,790
Kansas,Graham,1,791,791
Kansas,Grant,2,794,794
Kansas,Gray,2,798,798
Kansas,Greeley,1,801,801
Kansas,Greenwood,2,803,803
Kansas,Hamilton,1,805,805
Kansas,Harper,3,807,807
Kansas,Harvey,5,812,812
Kansas,Haskell,2,815,815
Kansas,Hodgeman,1,818,818
Kansas,Jackson,3,819,819
Kansas,Jefferson,5,821,821
Kansas,Jewell,3,822,822
Kansas,Johnson,34,824,824
Kansas,Kearny,1,826,826
Kansas,Kingman,1,827,827
Kansas,Kiowa,1,829,829
Kansas,Labette,6,831,831
Kansas,Lane,2,833,833
Kansas,Leavenworth,5,836,836
Kansas,Lincoln,1,838,838
Kansas,Linn,3,840,840
Kansas,Logan,1,842,842
Kansas,Lyon,5,844,844
Kansas,McPherson,5,846,846
Kansas,Marion,4,848,848
Kansas,Marshall,3,850,850
Kansas,Meade,1,851,851
Kansas,Miami,5,853,853
Kansas,Mitchell,1,854,854
Kansas,Montgomery,7,856,856
Kansas,Morris,1,858,858
Kansas,Morton,1,859,859
Kansas,Nemaha,3,861,861
Kansas,Neosho,5,862,862
Kansas,Ness,2,864,864
Kansas,Norton,3,866,866
Kansas,Osage,4,867,867
Kansas,Osborne,2,869,869
Kansas,Ottawa,1,870,870
Kansas,Pawnee,1,872,872
Kansas,Phillips,2,873,873
Kansas,Pottawatomie,5,876,876
Kansas,Pratt,2,878,878
Kansas,Rawlins,1,880,880
Kansas,Reno,5,882,882
Kansas,Republic,1,884,884
Kansas,Rice,3,886,886
Kansas,Riley,4,888,888
Kansas,Rooks,2,889,889
Kansas,Rush,2,891,891
Kansas,Russell,2,893,893
Kansas,Saline,5,895,895
Kansas,Scott,2,897,897
Kansas,Sedgwick,40,898,898
Kansas,Seward,3,900,900
Kansas,Shawnee,16,902,902
Kansas,Sheridan,1,904,904
Kansas,Sherman,1,907,907
Kansas,Smith,2,909,909
Kansas,Stafford,2,911,911
Kansas,Stanton,1,913,913
Kansas,Stevens,1,914,914
Kansas,Sumner,5,916,916
Kansas,Thomas,2,917,917
Kansas,Trego,1,919,919
Kansas,Wabaunsee,,920,920
Kansas,Wallace,1,921,921
Kansas,Washington,4,922,922
Kansas,Wichita,1,923,923
Kansas,Wilson,2,925,925
Kansas,Woodson,1,926,926
Kansas,Wyandotte,18,927,927
Kentucky,Adair,5,928,928
Kentucky,Allen,3,929,929
Kentucky,Anderson,3,930,930
Kentucky,Ballard,3,932,932
Kentucky,Barren,11,933,933
Kentucky,Bath,5,934,934
Kentucky,Bell,15,936,936
Kentucky,Boone,18,1002,1002
Kentucky,Bourbon,5,1005,1005
Kentucky,Boyd,7,1008,1008
Kentucky,Boyle,6,1010,1010
Kentucky,Bracken,3,1013,1013
Kentucky,Breathitt,10,1017,1017
Kentucky,Breckinridge,4,1020,1020
Kentucky,Bullitt,6,1024,1024
Kentucky,Butler,4,1026,1026
Kentucky,Caldwell,6,1031,1031
Kentucky,Calloway,5,1033,1033
Kentucky,Campbell,17,1035,1035
Kentucky,Carlisle,6,1039,1039
Kentucky,Carroll,3,1041,1041
Kentucky,Carter,11,1044,1044
Kentucky,Casey,9,1048,1048
Kentucky,Christian,12,1050,1050
Kentucky,Clark,8,1053,1053
Kentucky,Clay,16,1056,1056
Kentucky,Clinton,3,1059,1059
Kentucky,Crittenden,3,1064,1064
Kentucky,Cumberland,4,1067,1067
Kentucky,Daviess,12,1071,1071
Kentucky,Edmonson,4,1073,1073
Kentucky,Elliott,4,1075,1075
Kentucky,Estill,8,1077,1077
Kentucky,Fayette,44,1080,1080
Kentucky,Fleming,7,1083,1083
Kentucky,Floyd,19,1085,1085
Kentucky,Franklin,8,1086,1086
Kentucky,Fulton,5,1088,1088
Kentucky,Gallatin,5,1090,1090
Kentucky,Garrard,2,1092,1092
Kentucky,Grant,7,1094,1094
Kentucky,Graves,6,1097,1097
Kentucky,Grayson,10,1100,1100
Kentucky,Green,3,1102,1102
Kentucky,Greenup,9,1105,1105
Kentucky,Hancock,3,1107,1107
Kentucky,Hardin,14,1110,1110
Kentucky,Harlan,15,1114,1114
Kentucky,Harrison,6,1119,1119
Kentucky,Hart,6,1121,1121
Kentucky,Henderson,8,1126,1126
Kentucky,Henry,2,1129,1129
Kentucky,Hickman,1,1130,1130
Kentucky,Hopkins,8,1136,1136
Kentucky,Jackson,9,1140,1140
Kentucky,Jefferson,127,1143,1143
Kentucky,Jessamine,9,1145,1145
Kentucky,Johnson,7,1148,1148
Kentucky,Kenton,30,1151,1151
Kentucky,Knott,12,1154,1154
Kentucky,Knox,28,1159,1159
Kentucky,Larue,2,1162,1162
Kentucky,Laurel,18,1166,1166
Kentucky,Lawrence,8,1167,1167
Kentucky,Lee,6,1171,1171
Kentucky,Leslie,16,1175,1175
Kentucky,Letcher,11,1178,1178
Kentucky,Lewis,9,1180,1180
Kentucky,Lincoln,10,1184,1184
Kentucky,Livingston,4,1187,1187
Kentucky,Logan,5,1190,1190
Kentucky,Lyon,1,1193,1193
Kentucky,McCracken,15,1196,1196
Kentucky,McCreary,10,1198,1198
Kentucky,McLean,4,1201,1201
Kentucky,Madison,13,1204,1204
Kentucky,Magoffin,11,1206,1206
Kentucky,Marion,6,1210,1210
Kentucky,Marshall,7,1213,1213
Kentucky,Martin,6,1215,1215
Kentucky,Mason,3,1217,1217
Kentucky,Meade,4,1220,1220
Kentucky,Menifee,5,1222,1222
Kentucky,Mercer,6,1225,1225
Kentucky,Metcalfe,2,1228,1228
Kentucky,Monroe,6,1230,1230
Kentucky,Montgomery,7,1233,1233
Kentucky,Morgan,10,1235,1235
Kentucky,Muhlenberg,6,1238,1238
Kentucky,Nelson,5,1243,1243
Kentucky,Nicholas,1,1246,1246
Kentucky,Ohio,3,1249,1249
Kentucky,Oldham,5,1252,1252
Kentucky,Owen,4,1255,1255
Kentucky,Owsley,4,1257,1257
Kentucky,Pendleton,2,1260,1260
Kentucky,Perry,13,1265,1265
Kentucky,Pike,29,1267,1267
Kentucky,Powell,5,1270,1270
Kentucky,Pulaski,16,1272,1272
Kentucky,Robertson,1,1273,1273
Kentucky,Rockcastle,6,1276,1276
Kentucky,Rowan,11,1279,1279
Kentucky,Russell,4,1282,1282
Kentucky,Scott,6,1283,1283
Kentucky,Shelby,3,1285,1285
Kentucky,Simpson,4,1287,1287
Kentucky,Spencer,1,1000,1000
Kentucky,Taylor,6,1003,1003
Kentucky,Todd,3,1006,1006
Kentucky,Trigg,2,1009,1009
Kentucky,Trimble,2,1012,1012
Kentucky,Union,5,1016,1016
Kentucky,Warren,18,1019,1019
Kentucky,Washington,3,1023,1023
Kentucky,Wayne,4,1027,1027
Kentucky,Webster,5,1029,1029
Kentucky,Whitley,23,1034,1034
Kentucky,Wolfe,5,1037,1037
Kentucky,Woodford,4,1042,1042
Louisiana,Acadia,13,1046,1046
Louisiana,Allen,4,1051,1051
Louisiana,Ascension,15,1055,1055
Louisiana,Assumption,4,1060,1060
Louisiana,Avoyelles,8,1062,1062
Louisiana,Beauregard,4,1066,1066
Louisiana,Bienville,4,1069,1069
Louisiana,Bossier,12,1076,1076
Louisiana,Caddo,35,1079,1079
Louisiana,Calcasieu,24,1081,1081
Louisiana,Caldwell,2,1084,1084
Louisiana,Cameron,1,1089,1089
Louisiana,Catahoula,2,1093,1093
Louisiana,Claiborne,3,1095,1095
Louisiana,Concordia,5,1098,1098
Louisiana,De Soto,3,1103,1103
Louisiana,East Baton Rouge,74,1108,1108
Louisiana,East Carroll,2,1111,1111
Louisiana,East Feliciana,3,1115,1115
Louisiana,Evangeline,13,1118,1118
Louisiana,Franklin,3,1123,1123
Louisiana,Grant,2,1127,1127
Louisiana,Iberia,15,1133,1133
Louisiana,Iberville,5,1134,1134
Louisiana,Jackson,3,1138,1138
Louisiana,Jefferson,39,1147,1147
Louisiana,Jefferson Davis,7,1155,1155
Louisiana,Lafayette,22,1161,1161
Louisiana,Lafourche,14,1280,1280
Louisiana,La Salle,3,1289,1289
Louisiana,Lincoln,3,1291,1291
Louisiana,Livingston,14,1295,1295
Louisiana,Madison,2,1297,1297
Louisiana,Morehouse,4,1299,1299
Louisiana,Natchitoches,6,1301,1301
Louisiana,Orleans,65,1304,1304
Louisiana,Ouachita,32,1306,1306
Louisiana,Plaquemines,3,1427,1427
Louisiana,Pointe Coupee,7,1431,1431
Louisiana,Rapides,21,1434,1434
Louisiana,Red River,1,1436,1436
Louisiana,Richland,4,1439,1439
Louisiana,Sabine,6,1441,1441
Louisiana,St. Bernard,5,1463,1463
Louisiana,St. Charles,7,1466,1466
Louisiana,St. Helena,4,1467,1467
Louisiana,St. James,4,1468,1468
Louisiana,St. John the Baptist,7,1469,1469
Louisiana,St. Landry,27,1471,1471
Louisiana,St. Martin,10,1473,1473
Louisiana,St. Mary,10,1474,1474
Louisiana,St. Tammany,25,1475,1475
Louisiana,Tangipahoa,23,1476,1476
Louisiana,Tensas,2,1479,1479
Louisiana,Terrebonne,15,1501,1501
Louisiana,Union,7,1507,1507
Louisiana,Vermilion,10,1510,1510
Louisiana,Vernon,4,1513,1513
Louisiana,Washington,12,1516,1516
Louisiana,Webster,9,1518,1518
Louisiana,West Baton Rouge,5,1520,1520
Louisiana,West Carroll,6,1522,1522
Louisiana,West Feliciana,2,1524,1524
Louisiana,Winn,3,1529,1529
Maine,Androscoggin,29,1532,1532
Maine,Aroostook,32,1535,1535
Maine,Cumberland,44,1608,1608
Maine,Franklin,9,1619,1619
Maine,Hancock,16,1748,1748
Maine,Kennebec,21,1755,1755
Maine,Knox,7,1774,1774
Maine,Lincoln,5,1835,1835
Maine,Oxford,10,1842,1842
Maine,Penobscot,34,1846,1846
Maine,Piscataquis,9,1851,1851
Maine,Sagadahoc,4,1855,1855
Maine,Somerset,15,1860,1860
Maine,Waldo,9,1865,1865
Maine,Washington,18,1884,1884
Maine,York,29,1901,1901
Maryland,Allegany,11,1905,1905
Maryland,Anne Arundel,53,1925,1925
Maryland,Calvert,9,1946,1946
Maryland,Caroline,5,1949,1949
Maryland,Carroll,23,1955,1955
Maryland,Cecil,9,1963,1963
Maryland,Charles,22,1294,1294
Maryland,Dorchester,3,1346,1346
Maryland,Frederick,28,1357,1357
Maryland,Garrett,5,1361,1361
Maryland,Harford,27,1372,1372
Maryland,Howard,23,1379,1379
Maryland,Kent,5,1394,1394
Maryland,Montgomery,88,1398,1398
Maryland,Prince George's,118,1403,1403
Maryland,Queen Anne's,6,1413,1413
Maryland,St. Mary's,15,1421,1421
Maryland,Somerset,2,1430,1430
Maryland,Talbot,7,1438,1438
Maryland,Washington,22,1445,1445
Maryland,Wicomico,11,1446,1446
Maryland,Worcester,11,1456,1456
Massachusetts,Barnstable,33,1478,1478
Massachusetts,Berkshire,18,1480,1480
Massachusetts,Bristol,97,1486,1486
Massachusetts,Dukes,3,1491,1491
Massachusetts,Essex,155,1519,1519
Massachusetts,Franklin,8,1523,1523
Massachusetts,Hampden,121,1526,1526
Massachusetts,Hampshire,18,1527,1527
Massachusetts,Middlesex,169,1533,1533
Massachusetts,Nantucket,2,1537,1537
Massachusetts,Norfolk,51,1543,1543
Massachusetts,Plymouth,60,1569,1569
Massachusetts,Suffolk,237,1585,1585
Massachusetts,Worcester,127,1599,1599
Michigan,Alcona,4,1603,1603
Michigan,Alger,6,1609,1609
Michigan,Allegan,24,1611,1611
Michigan,Alpena,6,1614,1614
Michigan,Antrim,5,1617,1617
Michigan,Arenac,6,1621,1621
Michigan,Baraga,4,1624,1624
Michigan,Barry,9,1627,1627
Michigan,Bay,15,1631,1631
Michigan,Benzie,6,1634,1634
Michigan,Berrien,35,1635,1635
Michigan,Branch,6,1640,1640
Michigan,Calhoun,28,1641,1641
Michigan,Cass,10,1644,1644
Michigan,Charlevoix,6,1648,1648
Michigan,Cheboygan,7,1649,1649
Michigan,Chippewa,15,1660,1660
Michigan,Clare,9,1665,1665
Michigan,Clinton,10,1669,1669
Michigan,Crawford,4,1672,1672
Michigan,Delta,13,1675,1675
Michigan,Dickinson,7,1677,1677
Michigan,Eaton,20,1678,1678
Michigan,Emmet,11,1686,1686
Michigan,Genesee,105,1688,1688
Michigan,Gladwin,8,1691,1691
Michigan,Gogebic,4,1693,1693
Michigan,Grand Traverse,17,1697,1697
Michigan,Gratiot,12,1700,1700
Michigan,Hillsdale,11,1701,1701
Michigan,Houghton,9,1705,1705
Michigan,Huron,10,1708,1708
Michigan,Ingham,48,1710,1710
Michigan,Ionia,13,1713,1713
Michigan,Iosco,7,1715,1715
Michigan,Iron,5,1716,1716
Michigan,Isabella,9,1717,1717
Michigan,Jackson,27,1719,1719
Michigan,Kalamazoo,45,1720,1720
Michigan,Kalkaska,4,1722,1722
Michigan,Kent,124,1726,1726
Michigan,Keweenaw,,1743,1743
Michigan,Lake,6,1749,1749
Michigan,Lapeer,11,1752,1752
Michigan,Leelanau,5,1765,1765
Michigan,Lenawee,18,1768,1768
Michigan,Livingston,23,1770,1770
Michigan,Luce,3,1773,1773
Michigan,Mackinac,7,1779,1779
Michigan,Macomb,142,1785,1785
Michigan,Manistee,7,1787,1787
Michigan,Marquette,14,1793,1793
Michigan,Mason,8,1797,1797
Michigan,Mecosta,11,1800,1800
Michigan,Menominee,8,1802,1802
Michigan,Midland,12,1806,1806
Michigan,Missaukee,4,1810,1810
Michigan,Monroe,27,1812,1812
Michigan,Montcalm,16,1815,1815
Michigan,Montmorency,3,1816,1816
Michigan,Muskegon,40,1818,1818
Michigan,Newaygo,16,1820,1820
Michigan,Oakland,195,1824,1824
Michigan,Oceana,10,1825,1825
Michigan,Ogemaw,4,1827,1827
Michigan,Ontonagon,5,1829,1829
Michigan,Osceola,8,1830,1830
Michigan,Oscoda,3,1832,1832
Michigan,Otsego,7,1834,1834
Michigan,Ottawa,34,1837,1837
Michigan,Presque Isle,3,1840,1840
Michigan,Roscommon,7,1843,1843
Michigan,Saginaw,47,1845,1845
Michigan,St. Clair,40,1854,1854
Michigan,St. Joseph,15,1857,1857
Michigan,Sanilac,12,1858,1858
Michigan,Schoolcraft,5,1861,1861
Michigan,Shiawassee,11,1863,1863
Michigan,Tuscola,12,1866,1866
Michigan,Van Buren,17,1867,1867
Michigan,Washtenaw,53,1869,1869
Michigan,Wayne,515,1871,1871
Michigan,Wexford,8,1873,1873
Minnesota,Aitkin,7,1875,1875
Minnesota,Anoka,48,1877,1877
Minnesota,Becker,11,1878,1878
Minnesota,Beltrami,19,1880,1880
Minnesota,Benton,8,1881,1881
Minnesota,Big Stone,4,1882,1882
Minnesota,Blue Earth,13,1886,1886
Minnesota,Brown,6,1892,1892
Minnesota,Carlton,9,1893,1893
Minnesota,Carver,14,1894,1894
Minnesota,Cass,11,1895,1895
Minnesota,Chippewa,7,1896,1896
Minnesota,Chisago,6,1897,1897
Minnesota,Clay,9,1898,1898
Minnesota,Clearwater,5,1899,1899
Minnesota,Cook,3,1900,1900
Minnesota,Cottonwood,5,1902,1902
Minnesota,Crow Wing,15,1903,1903
Minnesota,Dakota,58,1904,1904
Minnesota,Dodge,3,1906,1906
Minnesota,Douglas,9,1907,1907
Minnesota,Faribault,6,1908,1908
Minnesota,Fillmore,7,1909,1909
Minnesota,Freeborn,3,1910,1910
Minnesota,Goodhue,11,1911,1911
Minnesota,Grant,3,1912,1912
Minnesota,Hennepin,294,1913,1913
Minnesota,Houston,4,1914,1914
Minnesota,Hubbard,5,1915,1915
Minnesota,Isanti,4,1916,1916
Minnesota,Itasca,15,1917,1917
Minnesota,Jackson,2,1918,1918
Minnesota,Kanabec,3,1919,1919
Minnesota,Kandiyohi,11,1920,1920
Minnesota,Kittson,4,1921,1921
Minnesota,Koochiching,7,1922,1922
Minnesota,Lac qui Parle,2,1923,1923
Minnesota,Lake,2,1926,1926
Minnesota,Lake of the Woods,2,1927,1927
Minnesota,Le Sueur,5,1929,1929
Minnesota,Lincoln,4,1931,1931
Minnesota,Lyon,10,1932,1932
Minnesota,McLeod,7,1934,1934
Minnesota,Mahnomen,5,1936,1936
Minnesota,Marshall,7,1937,1937
Minnesota,Martin,6,1940,1940
Minnesota,Meeker,6,1941,1941
Minnesota,Mille Lacs,7,1943,1943
Minnesota,Morrison,12,1944,1944
Minnesota,Mower,7,1945,1945
Minnesota,Murray,2,1947,1947
Minnesota,Nicollet,1,1948,1948
Minnesota,Nobles,5,1950,1950
Minnesota,Norman,4,1951,1951
Minnesota,Olmsted,23,1953,1953
Minnesota,Otter Tail,14,1954,1954
Minnesota,Pennington,3,1956,1956
Minnesota,Pine,8,1957,1957
Minnesota,Pipestone,4,1958,1958
Minnesota,Polk,10,1959,1959
Minnesota,Pope,2,1961,1961
Minnesota,Ramsey,164,1964,1964
Minnesota,Red Lake,2,1966,1966
Minnesota,Redwood,7,1969,1969
Minnesota,Renville,6,1971,1971
Minnesota,Rice,11,1973,1973
Minnesota,Rock,1,1974,1974
Minnesota,Roseau,6,1976,1976
Minnesota,St. Louis,40,1978,1978
Minnesota,Scott,15,1979,1979
Minnesota,Sherburne,7,1980,1980
Minnesota,Sibley,4,1982,1982
Minnesota,Stearns,34,1984,1984
Minnesota,Steele,9,1985,1985
Minnesota,Stevens,1,1987,1987
Minnesota,Swift,4,1988,1988
Minnesota,Todd,8,1989,1989
Minnesota,Traverse,2,1990,1990
Minnesota,Wabasha,4,1991,1991
Minnesota,Wadena,7,1992,1992
Minnesota,Waseca,4,1993,1993
Minnesota,Washington,26,1994,1994
Minnesota,Watonwan,5,1996,1996
Minnesota,Wilkin,1,1997,1997
Minnesota,Winona,5,1998,1998
Minnesota,Wright,18,1999,1999
Minnesota,Yellow Medicine,4,1531,1531
Mississippi,Adams,,1534,1534
Mississippi,Alcorn,,1538,1538
Mississippi,Amite,,1539,1539
Mississippi,Attala,1,1541,1541
Mississippi,Benton,,1544,1544
Mississippi,Bolivar,,1547,1547
Mississippi,Calhoun,,1548,1548
Mississippi,Carroll,,1549,1549
Mississippi,Chickasaw,,1550,1550
Mississippi,Choctaw,,1552,1552
Mississippi,Claiborne,,1555,1555
Mississippi,Clarke,,1557,1557
Mississippi,Clay,,1559,1559
Mississippi,Coahoma,,1562,1562
Mississippi,Copiah,1,1564,1564
Mississippi,Covington,,1567,1567
Mississippi,DeSoto,1,1571,1571
Mississippi,Forrest,,1572,1572
Mississippi,Franklin,,1575,1575
Mississippi,George,,1577,1577
Mississippi,Greene,,1579,1579
Mississippi,Grenada,,1581,1581
Mississippi,Hancock,,1583,1583
Mississippi,Harrison,,1587,1587
Mississippi,Hinds,1,1591,1591
Mississippi,Holmes,,1593,1593
Mississippi,Humphreys,,1596,1596
Mississippi,Issaquena,,1598,1598
Mississippi,Itawamba,,1601,1601
Mississippi,Jackson,,1605,1605
Mississippi,Jasper,,1607,1607
Mississippi,Jefferson,,1610,1610
Mississippi,Jefferson Davis,,1612,1612
Mississippi,Jones,1,1615,1615
Mississippi,Kemper,,1616,1616
Mississippi,Lafayette,,1620,1620
Mississippi,Lamar,,1623,1623
Mississippi,Lauderdale,,1628,1628
Mississippi,Lawrence,,1632,1632
Mississippi,Leake,1,1636,1636
Mississippi,Lee,,1638,1638
Mississippi,Leflore,,1643,1643
Mississippi,Lincoln,,1645,1645
Mississippi,Lowndes,,1647,1647
Mississippi,Madison,,1651,1651
Mississippi,Marion,,1653,1653
Mississippi,Marshall,,1655,1655
Mississippi,Monroe,,1656,1656
Mississippi,Montgomery,,1658,1658
Mississippi,Neshoba,2,1661,1661
Mississippi,Newton,2,1663,1663
Mississippi,Noxubee,,1666,1666
Mississippi,Oktibbeha,,1668,1668
Mississippi,Panola,,1671,1671
Mississippi,Pearl River,,1676,1676
Mississippi,Perry,1,1679,1679
Mississippi,Pike,,1680,1680
Mississippi,Pontotoc,,1682,1682
Mississippi,Prentiss,,1684,1684
Mississippi,Quitman,,1685,1685
Mississippi,Rankin,,1690,1690
Mississippi,Scott,,1692,1692
Mississippi,Sharkey,,1695,1695
Mississippi,Simpson,,1698,1698
Mississippi,Smith,,1709,1709
Mississippi,Stone,,1712,1712
Mississippi,Sunflower,,1721,1721
Mississippi,Tallahatchie,,1725,1725
Mississippi,Tate,,1727,1727
Mississippi,Tippah,,1730,1730
Mississippi,Tishomingo,,1732,1732
Mississippi,Tunica,,1735,1735
Mississippi,Union,,1737,1737
Mississippi,Walthall,,1740,1740
Mississippi,Warren,,1746,1746
Mississippi,Washington,,1750,1750
Mississippi,Wayne,1,1753,1753
Mississippi,Webster,,1756,1756
Mississippi,Wilkinson,,1757,1757
Mississippi,Winston,,1758,1758
Mississippi,Yalobusha,,1759,1759
Mississippi,Yazoo,,1760,1760
Missouri,Adair,2,1761,1761
Missouri,Andrew,2,1762,1762
Missouri,Atchison,2,1763,1763
Missouri,Audrain,3,1766,1766
Missouri,Barry,7,1767,1767
Missouri,Barton,2,1771,1771
Missouri,Bates,3,1776,1776
Missouri,Benton,3,1778,1778
Missouri,Bollinger,1,1781,1781
Missouri,Boone,18,1783,1783
Missouri,Buchanan,10,1789,1789
Missouri,Butler,9,1792,1792
Missouri,Caldwell,3,1795,1795
Missouri,Callaway,4,1799,1799
Missouri,Camden,6,1803,1803
Missouri,Cape Girardeau,7,1808,1808
Missouri,Carroll,1,1822,1822
Missouri,Carter,2,1001,1001
Missouri,Cass,10,1004,1004
Missouri,Cedar,2,1007,1007
Missouri,Chariton,3,1011,1011
Missouri,Christian,8,1014,1014
Missouri,Clark,2,1015,1015
Missouri,Clay,24,1018,1018
Missouri,Clinton,3,1021,1021
Missouri,Cole,10,1022,1022
Missouri,Cooper,3,1025,1025
Missouri,Crawford,4,1028,1028
Missouri,Dade,2,1030,1030
Missouri,Dallas,3,1032,1032
Missouri,Daviess,2,1036,1036
Missouri,DeKalb,3,1038,1038
Missouri,Dent,2,1040,1040
Missouri,Douglas,2,1043,1043
Missouri,Dunklin,8,1045,1045
Missouri,Franklin,12,1047,1047
Missouri,Gasconade,4,1049,1049
Missouri,Gentry,3,1052,1052
Missouri,Greene,31,1054,1054
Missouri,Grundy,2,1057,1057
Missouri,Harrison,2,1058,1058
Missouri,Henry,3,1061,1061
Missouri,Hickory,1,1063,1063
Missouri,Holt,2,1065,1065
Missouri,Howard,2,1068,1068
Missouri,Howell,7,1070,1070
Missouri,Iron,3,1072,1072
Missouri,Jackson,57,1074,1074
Missouri,Jasper,13,1078,1078
Missouri,Jefferson,18,1082,1082
Missouri,Johnson,5,1087,1087
Missouri,Knox,1,1091,1091
Missouri,Laclede,5,1096,1096
Missouri,Lafayette,6,1099,1099
Missouri,Lawrence,6,1101,1101
Missouri,Lewis,2,1104,1104
Missouri,Lincoln,4,1106,1106
Missouri,Linn,3,1109,1109
Missouri,Livingston,3,1112,1112
Missouri,McDonald,5,1113,1113
Missouri,Macon,3,1116,1116
Missouri,Madison,3,1117,1117
Missouri,Maries,2,1120,1120
Missouri,Marion,5,1122,1122
Missouri,Mercer,1,1125,1125
Missouri,Miller,4,1128,1128
Missouri,Mississippi,4,1131,1131
Missouri,Moniteau,4,1135,1135
Missouri,Monroe,2,1139,1139
Missouri,Montgomery,2,1142,1142
Missouri,Morgan,5,1146,1146
Missouri,New Madrid,6,1149,1149
Missouri,Newton,6,1152,1152
Missouri,Nodaway,2,1156,1156
Missouri,Oregon,3,1158,1158
Missouri,Osage,2,1164,1164
Missouri,Ozark,2,1168,1168
Missouri,Pemiscot,4,1170,1170
Missouri,Perry,3,1172,1172
Missouri,Pettis,5,1174,1174
Missouri,Phelps,4,1176,1176
Missouri,Pike,3,1179,1179
Missouri,Platte,7,1181,1181
Missouri,Polk,3,1183,1183
Missouri,Pulaski,6,1185,1185
Missouri,Putnam,2,1188,1188
Missouri,Ralls,3,1191,1191
Missouri,Randolph,3,1194,1194
Missouri,Ray,3,1197,1197
Missouri,Reynolds,2,1200,1200
Missouri,Ripley,2,1203,1203
Missouri,St. Charles,28,1205,1205
Missouri,St. Clair,4,1208,1208
Missouri,Ste. Genevieve,1,1209,1209
Missouri,St. Francois,9,1212,1212
Missouri,Saline,4,1218,1218
Missouri,Schuyler,,1221,1221
Missouri,Scotland,1,1224,1224
Missouri,Scott,9,1227,1227
Missouri,Shannon,2,1229,1229
Missouri,Shelby,2,1232,1232
Missouri,Stoddard,8,1236,1236
Missouri,Stone,4,1237,1237
Missouri,Sullivan,2,1240,1240
Missouri,Taney,8,1242,1242
Missouri,Texas,5,1245,1245
Missouri,Vernon,3,1248,1248
Missouri,Warren,4,1251,1251
Missouri,Washington,3,1253,1253
Missouri,Wayne,1,1256,1256
Missouri,Webster,6,1258,1258
Missouri,Worth,1,1261,1261
Missouri,Wright,5,1263,1263
Montana,Beaverhead,2,1269,1269
Montana,Big Horn,4,1274,1274
Montana,Blaine,4,1124,1124
Montana,Broadwater,1,1132,1132
Montana,Carbon,3,1137,1137
Montana,Carter,1,1141,1141
Montana,Cascade,11,1144,1144
Montana,Chouteau,3,1150,1150
Montana,Custer,3,1153,1153
Montana,Daniels,2,1157,1157
Montana,Dawson,3,1160,1160
Montana,Deer Lodge,3,1163,1163
Montana,Fallon,1,1165,1165
Montana,Fergus,1,1169,1169
Montana,Flathead,14,1173,1173
Montana,Gallatin,13,1177,1177
Montana,Garfield,1,1182,1182
Montana,Glacier,2,1186,1186
Montana,Golden Valley,,1189,1189
Montana,Granite,1,1192,1192
Montana,Hill,4,1195,1195
Montana,Jefferson,2,1199,1199
Montana,Judith Basin,1,1202,1202
Montana,Lake,8,1207,1207
Montana,Lewis and Clark,9,1211,1211
Montana,Liberty,1,1214,1214
Montana,Lincoln,6,1219,1219
Montana,McCone,1,1223,1223
Montana,Madison,3,1226,1226
Montana,Meagher,2,1231,1231
Montana,Mineral,1,1234,1234
Montana,Missoula,13,1239,1239
Montana,Musselshell,2,1241,1241
Montana,Park,2,1244,1244
Montana,Petroleum,1,1247,1247
Montana,Phillips,3,1250,1250
Montana,Pondera,3,1254,1254
Montana,Powder River,1,1259,1259
Montana,Powell,2,1262,1262
Montana,Prairie,1,1264,1264
Montana,Ravalli,8,1268,1268
Montana,Richland,4,1271,1271
Montana,Roosevelt,6,1275,1275
Montana,Rosebud,5,1277,1277
Montana,Sanders,5,1278,1278
Montana,Sheridan,1,1281,1281
Montana,Silver Bow,6,1284,1284
Montana,Stillwater,2,1286,1286
Montana,Sweet Grass,1,1288,1288
Montana,Teton,2,1290,1290
Montana,Toole,2,1292,1292
