County,State,Use car/truck/van to go to work,Drove alone,Carpooled,Public Transportation,Walked,Bicycle,Taxicab/motorcycle/other means,Worked from home,Worked within county of residence,Worked outside county of residence,Travel time to work less than 10 minutes,Travel time to work 10 to 14 minutes,Travel time to work 15 to 19 minutes,Travel time to work 20 to 24 minutes,Travel time to work 25 to 29 minutes,Travel time to work 30 to 34 minutes,Travel time to work 35 to 44 minutes,Travel time to work 45 to 59 minutes,Travel time to work 60+ minutes,Mean travel time to work (minutes),0 vehicles available,1 vehicles available,2 vehicles available,3+ vehicles available
Pierce County,Georgia,95.3%,87.2%,8.1%,0.4%,1.1%,0.0%,1.8%,1.4%,42.2%,54.7%,8.2%,15.1%,16.4%,18.2%,6.5%,20.3%,4.8%,4.2%,6.5%,24.9,2.0%,13.6%,50.5%,33.9%
Pike County,Georgia,95.1%,85.1%,10.1%,0.8%,0.4%,0.0%,0.2%,3.6%,25.2%,74.2%,8.5%,11.8%,11.4%,12.0%,7.7%,10.1%,7.4%,13.2%,18.1%,35.4,2.1%,6.9%,34.0%,57.0%
Polk County,Georgia,93.0%,82.5%,10.4%,0.7%,2.4%,0.0%,0.8%,3.1%,57.7%,40.9%,17.9%,11.5%,11.4%,9.4%,5.6%,15.5%,5.2%,9.6%,13.8%,29.2,3.7%,18.5%,31.2%,46.5%
Pulaski County,Georgia,97.0%,90.9%,6.0%,0.0%,0.6%,0.0%,0.0%,2.4%,52.7%,43.7%,24.2%,17.8%,9.3%,17.3%,3.2%,10.4%,4.9%,8.8%,4.1%,21.6,14.5%,20.5%,31.3%,33.7%
Putnam County,Georgia,92.9%,78.1%,14.8%,0.0%,0.4%,0.0%,1.5%,5.3%,46.3%,51.2%,14.1%,10.5%,22.1%,14.1%,3.3%,10.6%,4.0%,8.8%,12.4%,27.2,2.7%,18.1%,36.1%,43.2%
Quitman County,Georgia,97.9%,85.6%,12.3%,0.0%,0.0%,0.0%,0.0%,2.1%,32.1%,30.3%,12.5%,10.6%,9.0%,19.9%,4.7%,8.0%,7.3%,20.8%,7.1%,29.3,1.6%,32.8%,22.6%,43.0%
Rabun County,Georgia,88.4%,73.5%,14.9%,0.4%,2.6%,0.0%,0.6%,8.0%,73.6%,12.2%,22.0%,16.4%,16.8%,14.1%,2.6%,7.3%,4.4%,4.7%,11.8%,25.6,1.2%,23.1%,36.4%,39.2%
Randolph County,Georgia,87.8%,65.8%,22.0%,0.6%,4.8%,0.0%,3.5%,3.2%,56.1%,31.6%,25.3%,9.9%,9.9%,11.6%,4.3%,11.5%,6.2%,4.2%,17.2%,26.6,7.9%,27.6%,34.0%,30.5%
Richmond County,Georgia,87.1%,78.0%,9.1%,1.8%,2.7%,0.3%,3.3%,4.7%,78.1%,14.0%,13.1%,16.5%,22.4%,18.9%,5.7%,12.3%,3.9%,3.7%,3.4%,20.9,4.6%,28.6%,35.4%,31.4%
Rockdale County,Georgia,88.9%,79.6%,9.3%,1.0%,0.8%,0.0%,1.9%,7.4%,43.6%,54.0%,9.0%,12.3%,15.1%,8.5%,3.1%,10.7%,8.7%,14.5%,18.2%,33.8,1.8%,23.7%,37.2%,37.3%
Schley County,Georgia,93.3%,84.2%,9.2%,0.0%,0.0%,0.0%,3.4%,3.3%,29.4%,70.2%,12.0%,17.6%,17.1%,17.8%,7.0%,12.2%,0.8%,5.4%,10.2%,25.0,0.1%,14.1%,36.4%,49.4%
Screven County,Georgia,96.1%,85.4%,10.7%,0.0%,0.3%,0.0%,0.9%,2.6%,48.4%,48.9%,14.5%,13.5%,9.1%,8.8%,7.4%,6.3%,8.3%,11.5%,20.7%,32.7,1.6%,16.5%,37.2%,44.7%
Seminole County,Georgia,94.6%,86.6%,8.0%,0.9%,1.2%,0.1%,2.4%,0.8%,55.8%,33.4%,19.6%,13.7%,10.2%,18.7%,7.1%,7.8%,3.6%,5.2%,14.1%,27.7,7.4%,24.6%,31.0%,37.0%
Spalding County,Georgia,94.4%,86.3%,8.1%,0.0%,0.3%,0.0%,0.9%,4.4%,48.6%,50.6%,9.0%,14.3%,14.1%,11.3%,5.0%,16.1%,8.5%,9.4%,12.4%,28.8,2.0%,22.6%,37.9%,37.5%
Stephens County,Georgia,92.7%,82.9%,9.7%,0.0%,2.1%,0.0%,0.9%,4.4%,70.7%,25.0%,21.4%,21.1%,19.9%,6.8%,3.0%,7.7%,6.7%,5.3%,8.0%,22.4,1.4%,15.2%,35.2%,48.3%
Stewart County,Georgia,99.7%,81.8%,17.9%,0.0%,0.2%,0.0%,0.0%,0.1%,36.9%,50.4%,13.5%,18.9%,2.5%,3.1%,2.9%,12.9%,6.1%,19.0%,21.0%,32.5,2.0%,17.2%,37.5%,43.3%
Sumter County,Georgia,93.8%,80.1%,13.7%,0.0%,1.7%,0.0%,0.9%,3.6%,75.6%,24.1%,26.0%,20.0%,18.9%,9.8%,6.9%,6.9%,4.7%,3.1%,3.7%,18.7,2.4%,29.4%,28.9%,39.3%
Talbot County,Georgia,96.7%,86.8%,9.9%,0.3%,0.5%,0.0%,1.1%,1.4%,15.3%,84.5%,6.5%,5.1%,7.3%,8.0%,10.5%,16.7%,19.2%,17.2%,9.5%,34.3,3.8%,20.6%,29.9%,45.7%
Taliaferro County,Georgia,89.0%,76.0%,13.0%,0.0%,0.8%,0.0%,0.3%,10.0%,27.5%,72.2%,15.6%,13.8%,13.1%,2.7%,5.5%,10.4%,8.6%,22.1%,8.2%,31.1,0.9%,17.7%,23.1%,58.3%
Tattnall County,Georgia,84.6%,75.7%,8.9%,0.0%,1.6%,0.0%,7.0%,6.7%,51.8%,47.7%,18.1%,12.1%,10.1%,12.4%,6.0%,13.6%,7.5%,10.1%,10.1%,27.0,1.1%,20.6%,36.1%,42.2%
Taylor County,Georgia,96.0%,86.9%,9.2%,0.0%,0.2%,0.6%,0.8%,2.4%,54.0%,45.4%,27.1%,15.8%,6.5%,6.0%,3.9%,6.6%,6.2%,9.2%,18.7%,27.2,2.4%,24.1%,30.7%,42.8%
Telfair County,Georgia,96.9%,94.1%,2.8%,0.0%,1.0%,0.2%,1.3%,0.6%,62.1%,35.5%,13.0%,29.4%,17.9%,6.5%,2.2%,10.1%,3.6%,7.7%,9.7%,26.3,4.5%,23.5%,36.9%,35.1%
Terrell County,Georgia,92.4%,78.3%,14.1%,0.4%,0.6%,0.9%,0.3%,5.3%,52.3%,46.0%,26.7%,16.5%,8.8%,6.4%,3.8%,20.8%,5.7%,5.5%,5.9%,24.0,4.4%,25.4%,39.6%,30.6%
Thomas County,Georgia,94.1%,79.6%,14.5%,0.2%,1.1%,0.5%,0.5%,3.7%,81.1%,12.7%,25.6%,19.2%,17.5%,14.6%,3.3%,6.8%,2.2%,4.8%,6.0%,19.5,2.3%,22.8%,44.1%,30.8%
Tift County,Georgia,95.5%,85.4%,10.1%,0.3%,1.7%,0.3%,0.8%,1.4%,86.1%,13.0%,19.3%,25.0%,26.6%,8.1%,3.3%,6.1%,3.1%,4.3%,4.1%,18.5,4.7%,22.9%,43.4%,29.0%
Toombs County,Georgia,94.4%,84.1%,10.3%,0.3%,3.3%,0.2%,0.3%,1.4%,72.2%,27.1%,19.7%,21.9%,17.5%,10.9%,4.0%,7.5%,2.9%,7.3%,8.3%,23.1,3.9%,24.0%,34.5%,37.5%
Towns County,Georgia,91.6%,80.4%,11.1%,0.2%,3.5%,0.0%,1.2%,3.5%,58.5%,26.9%,16.8%,26.0%,19.3%,10.7%,4.5%,10.8%,3.6%,2.7%,5.6%,21.5,1.2%,12.5%,45.6%,40.6%
Treutlen County,Georgia,99.3%,84.8%,14.5%,0.2%,0.0%,0.0%,0.5%,0.0%,37.4%,60.9%,19.7%,14.7%,11.8%,3.4%,2.3%,25.6%,3.5%,3.2%,15.8%,30.3,7.1%,17.1%,38.9%,36.9%
Troup County,Georgia,92.7%,82.6%,10.1%,0.1%,1.5%,0.0%,2.6%,3.1%,78.6%,18.0%,13.4%,19.9%,20.4%,14.0%,4.2%,9.6%,2.6%,8.0%,7.8%,24.1,4.6%,20.2%,34.6%,40.6%
Turner County,Georgia,97.9%,77.1%,20.8%,0.1%,1.0%,0.0%,0.3%,0.7%,48.4%,50.5%,23.1%,12.0%,10.3%,17.7%,7.6%,14.7%,6.1%,5.0%,3.6%,21.2,11.1%,16.4%,42.6%,29.9%
Twiggs County,Georgia,93.0%,87.6%,5.4%,0.0%,0.1%,0.0%,1.4%,5.4%,19.7%,79.6%,4.6%,5.6%,12.8%,20.4%,8.9%,19.1%,12.2%,7.9%,8.4%,29.6,1.2%,10.8%,38.1%,49.9%
Union County,Georgia,89.8%,78.7%,11.1%,0.9%,0.8%,0.0%,0.3%,8.2%,75.2%,19.3%,12.7%,16.2%,26.1%,11.5%,7.8%,12.8%,4.0%,2.1%,7.0%,23.0,1.3%,15.8%,32.6%,50.3%
Upson County,Georgia,96.2%,89.3%,6.9%,0.0%,1.5%,0.0%,1.3%,1.0%,60.4%,36.6%,20.9%,16.9%,18.2%,10.8%,3.3%,12.4%,3.5%,6.6%,7.5%,22.5,3.3%,19.0%,38.5%,39.3%
Walker County,Georgia,90.6%,80.6%,9.9%,0.0%,1.3%,0.0%,1.0%,7.2%,38.9%,22.9%,8.7%,10.9%,13.1%,16.0%,8.6%,14.4%,9.8%,12.4%,6.1%,29.2,1.6%,16.0%,37.7%,44.6%
Walton County,Georgia,91.0%,81.2%,9.8%,0.1%,1.3%,0.1%,1.2%,6.3%,42.5%,56.4%,7.3%,10.6%,11.7%,13.2%,5.5%,13.7%,8.8%,11.6%,17.6%,33.9,1.2%,12.9%,36.9%,49.1%
Ware County,Georgia,94.7%,86.3%,8.4%,0.2%,1.1%,0.2%,1.2%,2.6%,78.9%,19.9%,10.5%,21.0%,26.0%,18.5%,4.2%,6.8%,2.7%,6.0%,4.3%,21.0,1.8%,26.5%,46.9%,24.8%
Warren County,Georgia,95.3%,88.4%,6.9%,0.1%,1.6%,0.0%,1.5%,1.5%,23.6%,74.9%,12.3%,12.1%,25.1%,10.2%,2.4%,14.5%,7.4%,5.0%,11.0%,26.2,8.3%,17.2%,29.0%,45.5%
Washington County,Georgia,94.8%,83.7%,11.2%,0.7%,1.1%,0.1%,1.4%,2.0%,74.3%,25.5%,19.3%,20.9%,17.6%,10.9%,2.2%,9.5%,6.3%,7.3%,6.1%,22.5,4.6%,18.4%,37.6%,39.4%
Wayne County,Georgia,93.0%,82.5%,10.6%,0.7%,0.1%,0.0%,2.9%,3.2%,75.2%,24.1%,14.5%,17.2%,21.0%,13.4%,3.1%,9.8%,2.8%,7.8%,10.5%,25.3,4.0%,16.9%,43.9%,35.2%
Webster County,Georgia,96.8%,90.8%,6.0%,0.0%,0.0%,0.0%,0.0%,3.2%,30.0%,70.0%,11.0%,18.9%,12.5%,16.3%,4.7%,5.8%,7.4%,11.5%,11.9%,26.9,0.0%,27.0%,20.7%,52.3%
Wheeler County,Georgia,95.3%,91.4%,3.9%,0.0%,0.0%,0.0%,1.0%,3.7%,30.1%,69.7%,20.3%,13.6%,9.3%,5.3%,3.5%,15.0%,17.5%,2.9%,12.5%,32.3,0.7%,34.4%,33.8%,31.0%
White County,Georgia,88.2%,82.9%,5.3%,0.1%,1.7%,0.5%,0.8%,8.7%,58.2%,41.3%,18.0%,10.9%,13.7%,11.4%,5.2%,9.3%,5.3%,11.5%,14.8%,28.7,1.3%,13.1%,36.7%,48.9%
Whitfield County,Georgia,95.6%,84.7%,11.0%,0.1%,0.7%,0.1%,1.0%,2.6%,80.5%,13.0%,10.1%,15.1%,25.8%,19.1%,7.8%,10.7%,3.0%,5.6%,2.8%,20.8,3.2%,19.0%,38.7%,39.1%
Wilcox County,Georgia,94.9%,86.2%,8.7%,0.6%,1.2%,0.0%,1.8%,1.5%,36.7%,63.3%,14.7%,14.4%,5.9%,16.3%,9.2%,17.5%,2.9%,5.1%,14.0%,28.1,2.4%,27.3%,40.2%,30.0%
Wilkes County,Georgia,95.2%,82.8%,12.4%,0.2%,1.4%,0.0%,0.6%,2.6%,66.3%,30.2%,24.3%,12.4%,15.8%,10.4%,0.8%,8.6%,3.6%,9.3%,14.8%,27.5,5.2%,18.7%,30.8%,45.4%
Wilkinson County,Georgia,96.0%,88.6%,7.4%,0.2%,1.4%,0.0%,0.3%,2.0%,45.5%,52.4%,20.4%,9.0%,11.2%,15.0%,7.1%,13.3%,9.1%,7.8%,7.1%,26.1,2.3%,14.6%,41.9%,41.2%
Worth County,Georgia,93.6%,84.8%,8.8%,0.4%,0.3%,0.0%,3.3%,2.4%,38.3%,61.6%,12.1%,11.0%,10.8%,12.2%,9.9%,19.9%,9.6%,8.5%,6.0%,27.6,2.2%,16.4%,39.6%,41.8%
Hawaii County,Hawaii,86.5%,70.8%,15.7%,1.0%,2.3%,0.4%,1.2%,8.6%,98.7%,0.8%,13.1%,16.2%,16.2%,12.6%,4.6%,12.4%,6.6%,8.1%,10.1%,26.8,1.7%,17.6%,37.1%,43.6%
Honolulu County,Hawaii,78.6%,65.2%,13.4%,7.1%,5.6%,0.9%,2.7%,5.1%,99.2%,0.3%,9.7%,11.7%,13.7%,14.2%,5.6%,18.2%,6.8%,9.6%,10.6%,28.4,4.1%,22.7%,35.2%,38.0%
Kalawao County,Hawaii,94.1%,93.2%,0.9%,0.2%,3.8%,1.4%,0.0%,0.5%,19.1%,80.9%,98.1%,1.2%,0.0%,0.7%,0.0%,0.0%,0.0%,0.0%,0.0%,4.5,0.5%,96.2%,0.7%,2.6%
Kauai County,Hawaii,87.7%,77.3%,10.4%,0.9%,2.2%,0.3%,0.8%,8.2%,98.8%,0.5%,18.2%,14.2%,15.9%,14.2%,5.6%,16.1%,4.0%,8.3%,3.7%,21.5,2.3%,11.9%,31.2%,54.6%
Maui County,Hawaii,87.1%,74.4%,12.7%,2.2%,2.4%,0.5%,1.5%,6.3%,98.5%,0.9%,18.3%,18.0%,16.0%,13.3%,4.3%,13.3%,5.7%,6.5%,4.6%,21.7,1.6%,16.3%,36.3%,45.8%
Ada County,Idaho,85.4%,78.2%,7.3%,0.3%,2.0%,1.6%,1.2%,9.4%,92.2%,6.4%,11.6%,16.7%,21.6%,20.7%,7.9%,12.2%,3.7%,3.0%,2.8%,20.9,1.6%,18.0%,42.6%,37.7%
Adams County,Idaho,79.6%,68.7%,10.9%,0.0%,3.2%,0.0%,1.1%,16.1%,57.3%,41.2%,31.9%,1.7%,18.9%,10.4%,7.3%,12.5%,1.4%,6.8%,9.2%,22.9,1.0%,10.5%,31.5%,57.0%
Bannock County,Idaho,88.1%,77.6%,10.6%,1.0%,2.4%,1.0%,0.9%,6.6%,87.9%,10.9%,26.1%,29.0%,21.4%,6.9%,2.5%,4.1%,2.3%,2.5%,5.1%,17.9,1.1%,18.7%,37.3%,42.9%
Bear Lake County,Idaho,89.0%,75.9%,13.2%,0.4%,3.4%,0.4%,0.2%,6.7%,65.7%,24.3%,35.5%,8.7%,11.0%,5.1%,2.7%,9.1%,3.9%,5.7%,18.3%,30.8,1.5%,9.4%,30.4%,58.6%
Benewah County,Idaho,89.0%,78.8%,10.2%,0.8%,4.0%,0.1%,1.9%,4.2%,75.8%,19.6%,38.0%,14.5%,11.6%,6.2%,3.4%,7.4%,3.2%,6.4%,9.3%,21.2,0.5%,15.5%,36.9%,47.1%
Bingham County,Idaho,89.9%,76.2%,13.7%,2.7%,1.3%,0.0%,0.9%,5.2%,62.5%,36.1%,20.8%,14.9%,15.2%,10.5%,6.7%,13.2%,6.0%,7.2%,5.5%,23.0,0.6%,12.2%,32.8%,54.5%
Blaine County,Idaho,80.7%,73.4%,7.3%,1.3%,2.8%,1.4%,1.0%,12.8%,97.8%,1.5%,27.1%,26.0%,9.7%,14.3%,1.6%,11.0%,3.1%,3.7%,3.6%,17.5,1.0%,15.2%,50.4%,33.3%
Boise County,Idaho,81.1%,67.9%,13.1%,0.0%,5.5%,0.7%,2.0%,10.7%,48.6%,50.3%,21.5%,6.3%,7.3%,1.9%,4.6%,4.0%,10.6%,25.9%,17.9%,35.8,0.7%,19.3%,31.0%,49.0%
Bonner County,Idaho,85.7%,75.2%,10.5%,0.8%,2.8%,2.3%,1.0%,7.3%,81.2%,10.4%,23.7%,16.2%,13.7%,9.1%,2.9%,14.2%,4.9%,7.6%,7.8%,23.5,3.3%,12.6%,40.8%,43.4%
Bonneville County,Idaho,88.4%,79.2%,9.1%,2.8%,1.4%,0.4%,1.1%,5.9%,86.9%,11.6%,23.8%,23.1%,22.5%,10.7%,3.2%,4.9%,1.7%,3.3%,6.9%,19.8,1.4%,14.2%,39.0%,45.4%
Boundary County,Idaho,87.1%,77.4%,9.7%,0.4%,4.6%,0.7%,0.0%,7.2%,88.2%,10.0%,24.6%,13.8%,22.3%,9.3%,2.0%,9.8%,2.8%,5.9%,9.5%,24.3,2.1%,9.6%,35.3%,52.9%
Butte County,Idaho,81.4%,69.1%,12.2%,1.4%,4.3%,0.3%,2.3%,10.4%,85.9%,14.1%,36.6%,17.9%,5.2%,3.7%,4.0%,17.9%,6.2%,2.6%,5.8%,19.2,0.4%,10.6%,28.0%,61.0%
Camas County,Idaho,82.7%,73.9%,8.8%,0.0%,0.0%,0.0%,0.4%,16.9%,45.4%,54.2%,24.0%,5.8%,4.7%,0.0%,0.0%,7.4%,10.6%,16.9%,30.6%,37.8,0.0%,16.0%,38.4%,45.6%
Canyon County,Idaho,88.6%,78.3%,10.3%,0.2%,1.4%,0.5%,1.5%,7.8%,62.1%,35.5%,13.8%,14.1%,12.8%,13.1%,7.6%,15.9%,9.8%,8.4%,4.6%,25.4,1.9%,11.6%,36.9%,49.6%
Caribou County,Idaho,91.1%,75.0%,16.1%,0.0%,3.7%,0.0%,1.5%,3.7%,85.9%,9.6%,46.1%,7.9%,12.2%,12.4%,2.3%,6.5%,1.8%,2.5%,8.3%,18.1,0.9%,9.5%,23.7%,66.0%
Cassia County,Idaho,92.0%,83.5%,8.5%,0.4%,2.5%,0.1%,0.6%,4.4%,73.5%,25.9%,34.3%,24.0%,15.3%,10.4%,2.7%,5.2%,1.9%,2.8%,3.3%,15.9,1.8%,8.7%,33.4%,56.0%
Clark County,Idaho,83.3%,70.7%,12.6%,0.0%,7.3%,0.0%,0.0%,9.4%,62.5%,37.2%,32.4%,3.2%,4.2%,12.0%,8.4%,9.1%,7.8%,10.4%,12.6%,26.2,0.0%,26.6%,14.9%,58.5%
Clearwater County,Idaho,84.9%,76.0%,9.0%,0.2%,4.9%,0.3%,2.6%,7.1%,80.7%,15.5%,30.1%,23.2%,12.7%,4.4%,0.6%,5.4%,1.5%,6.8%,15.4%,24.0,1.1%,10.1%,38.2%,50.6%
Custer County,Idaho,65.8%,54.8%,10.9%,0.2%,7.0%,0.2%,2.5%,24.4%,88.2%,10.0%,50.2%,13.3%,8.5%,4.8%,0.7%,6.9%,0.0%,6.9%,8.6%,16.6,1.2%,10.3%,28.0%,60.5%
Elmore County,Idaho,92.9%,81.1%,11.8%,0.6%,2.4%,0.0%,1.3%,2.8%,83.8%,14.9%,31.3%,14.3%,13.5%,13.4%,5.7%,6.4%,3.1%,6.5%,5.9%,20.6,1.2%,18.8%,42.5%,37.4%
Franklin County,Idaho,92.0%,81.2%,10.7%,0.3%,1.4%,0.2%,0.3%,5.8%,52.9%,4.0%,21.9%,10.5%,9.7%,9.7%,9.2%,13.5%,9.0%,8.0%,8.4%,26.3,0.1%,8.6%,25.7%,65.6%
Fremont County,Idaho,87.7%,77.9%,9.7%,1.0%,3.6%,0.1%,0.3%,7.4%,55.8%,39.2%,24.9%,15.0%,14.9%,12.9%,5.1%,7.4%,4.7%,6.6%,8.7%,22.9,1.1%,10.9%,26.9%,61.1%
Gem County,Idaho,91.3%,80.8%,10.4%,0.0%,0.6%,0.1%,0.9%,7.0%,55.5%,42.8%,25.0%,11.2%,6.8%,5.2%,2.0%,7.3%,11.4%,18.6%,12.5%,28.8,2.2%,10.9%,26.3%,60.7%
Gooding County,Idaho,88.5%,80.9%,7.7%,0.3%,3.3%,0.0%,1.8%,6.1%,62.6%,35.5%,31.3%,14.0%,10.5%,10.6%,3.8%,10.4%,4.2%,11.0%,4.1%,21.8,2.5%,9.9%,33.0%,54.6%
Idaho County,Idaho,84.4%,72.1%,12.3%,0.4%,7.5%,0.3%,1.9%,5.5%,82.5%,16.2%,45.5%,13.3%,11.3%,6.0%,3.1%,5.3%,3.1%,5.8%,6.6%,17.0,0.5%,9.6%,34.8%,55.0%
Jefferson County,Idaho,85.9%,75.7%,10.2%,1.9%,2.1%,0.4%,1.8%,7.9%,46.5%,50.4%,20.7%,10.3%,10.4%,21.9%,10.0%,15.1%,3.0%,2.9%,5.7%,22.7,0.4%,5.8%,33.2%,60.7%
Jerome County,Idaho,92.7%,79.8%,12.8%,0.6%,2.2%,0.0%,0.3%,4.3%,62.6%,36.9%,25.5%,17.8%,17.6%,13.9%,5.2%,10.3%,3.9%,2.8%,3.0%,18.0,1.7%,14.5%,29.4%,54.4%
Kootenai County,Idaho,88.8%,79.7%,9.1%,0.3%,1.5%,0.5%,0.7%,8.3%,80.5%,2.7%,17.2%,17.6%,20.1%,14.0%,5.7%,9.7%,5.2%,5.8%,4.7%,22.1,1.7%,14.6%,39.1%,44.6%
Latah County,Idaho,76.3%,66.0%,10.3%,0.9%,12.3%,2.4%,1.4%,6.7%,74.3%,6.9%,30.0%,18.3%,12.2%,13.0%,3.7%,8.3%,5.6%,4.5%,4.5%,19.3,3.0%,20.0%,41.9%,35.1%
Lemhi County,Idaho,82.8%,72.9%,9.9%,0.0%,5.5%,0.0%,3.8%,7.9%,91.5%,4.1%,58.0%,12.0%,9.3%,8.2%,6.6%,1.4%,0.4%,0.8%,3.3%,12.5,2.4%,9.1%,26.1%,62.5%
Lewis County,Idaho,87.7%,75.8%,12.0%,0.5%,6.4%,0.1%,0.5%,4.8%,60.7%,33.7%,46.4%,4.4%,7.8%,6.1%,1.1%,8.5%,9.2%,6.5%,10.0%,21.3,1.2%,14.1%,38.7%,46.1%
Lincoln County,Idaho,92.6%,74.6%,18.0%,1.1%,2.3%,0.4%,0.0%,3.6%,50.2%,49.7%,26.8%,6.5%,6.7%,6.9%,3.3%,7.9%,8.4%,13.0%,20.6%,30.5,1.6%,11.5%,25.2%,61.7%
Madison County,Idaho,83.0%,67.0%,16.1%,0.5%,7.1%,0.5%,0.6%,8.2%,82.2%,16.5%,39.9%,26.8%,11.4%,6.0%,2.3%,6.7%,2.3%,2.3%,2.3%,14.1,2.0%,21.8%,34.7%,41.4%
Minidoka County,Idaho,93.5%,82.1%,11.3%,0.1%,1.8%,0.2%,0.7%,3.7%,61.5%,37.8%,30.0%,19.8%,20.2%,12.3%,4.0%,5.6%,2.2%,2.9%,2.9%,16.2,0.1%,11.5%,37.6%,50.8%
Nez Perce County,Idaho,89.1%,81.6%,7.5%,0.5%,3.1%,0.3%,1.2%,5.7%,81.4%,3.8%,25.4%,26.9%,21.2%,8.7%,2.5%,5.9%,2.3%,3.4%,3.8%,17.4,2.7%,14.6%,31.2%,51.5%
Oneida County,Idaho,89.0%,76.6%,12.4%,0.0%,0.8%,0.0%,0.0%,10.1%,61.7%,4.0%,32.9%,11.3%,11.7%,6.5%,5.8%,8.0%,1.7%,8.1%,14.1%,24.0,0.0%,8.4%,18.7%,72.9%
Owyhee County,Idaho,84.7%,72.4%,12.3%,0.5%,4.5%,0.1%,0.8%,9.4%,43.5%,53.6%,22.5%,8.9%,12.7%,7.4%,5.4%,11.4%,7.9%,10.6%,13.2%,27.6,1.4%,13.0%,23.8%,61.7%
Payette County,Idaho,93.5%,86.2%,7.3%,0.0%,2.5%,0.6%,0.2%,3.2%,51.5%,17.9%,20.9%,21.3%,19.2%,14.2%,5.0%,7.8%,1.0%,5.2%,5.4%,19.5,2.2%,11.5%,27.4%,58.8%
Power County,Idaho,82.4%,71.0%,11.4%,0.0%,7.0%,0.3%,1.1%,9.1%,71.5%,27.5%,41.7%,13.4%,5.7%,8.4%,6.0%,12.2%,3.1%,7.9%,1.4%,16.5,0.3%,13.0%,30.9%,55.9%
Shoshone County,Idaho,87.7%,76.5%,11.2%,0.2%,6.1%,0.3%,2.0%,3.8%,79.2%,15.1%,30.3%,20.1%,12.6%,8.5%,2.8%,6.1%,2.9%,7.0%,9.7%,20.9,1.9%,19.7%,46.2%,32.1%
Teton County,Idaho,81.2%,71.3%,10.0%,2.1%,1.2%,0.9%,0.4%,14.1%,61.9%,4.0%,24.4%,8.9%,9.3%,5.3%,3.2%,5.0%,8.9%,22.2%,12.8%,29.2,0.8%,13.1%,42.9%,43.2%
Twin Falls County,Idaho,91.6%,82.6%,8.9%,0.2%,1.5%,0.1%,0.8%,5.8%,85.3%,13.2%,24.6%,20.9%,17.5%,12.1%,4.9%,9.0%,3.1%,3.9%,4.0%,19.1,1.1%,18.7%,39.7%,40.5%
Valley County,Idaho,80.9%,77.1%,3.8%,0.3%,2.4%,0.2%,0.7%,15.5%,95.7%,1.9%,44.3%,19.4%,17.1%,8.6%,2.0%,2.3%,1.4%,2.1%,2.8%,14.1,0.7%,8.7%,47.1%,43.5%
Washington County,Idaho,81.1%,70.2%,10.9%,0.6%,6.6%,1.8%,2.2%,7.7%,71.2%,11.1%,40.1%,15.9%,9.0%,8.3%,5.2%,10.7%,1.1%,3.7%,6.0%,18.0,3.6%,15.2%,31.0%,50.2%
Adams County,Illinois,91.6%,83.9%,7.8%,0.6%,1.9%,0.1%,0.4%,5.3%,89.5%,4.1%,25.5%,26.0%,18.5%,10.4%,3.2%,8.3%,2.5%,3.2%,2.6%,17.0,2.1%,18.3%,41.8%,37.7%
Alexander County,Illinois,87.2%,82.2%,5.0%,2.1%,1.5%,0.0%,1.8%,7.4%,31.9%,29.5%,15.3%,7.0%,8.1%,14.0%,5.5%,29.3%,2.7%,9.2%,9.0%,30.7,5.5%,18.8%,47.2%,28.4%
Bond County,Illinois,89.8%,81.9%,7.9%,0.1%,3.3%,0.0%,0.6%,6.2%,52.6%,36.6%,22.2%,14.9%,12.9%,11.7%,3.1%,5.3%,6.5%,12.0%,11.4%,25.1,1.3%,15.2%,32.7%,50.8%
Boone County,Illinois,93.0%,82.0%,11.0%,0.2%,0.2%,0.5%,0.8%,5.2%,34.9%,60.7%,14.9%,12.2%,13.4%,17.1%,6.0%,10.7%,6.9%,7.1%,11.8%,28.0,1.3%,9.8%,40.4%,48.5%
Brown County,Illinois,91.3%,81.9%,9.4%,0.5%,1.0%,0.7%,0.0%,6.5%,77.7%,21.3%,36.7%,19.1%,12.2%,11.0%,3.2%,7.1%,2.6%,5.9%,2.2%,16.9,0.0%,18.4%,46.5%,35.1%
Bureau County,Illinois,91.7%,83.0%,8.7%,0.3%,2.1%,0.2%,1.3%,4.4%,60.1%,38.8%,27.0%,15.6%,14.4%,13.1%,8.7%,7.4%,3.6%,3.3%,6.9%,21.0,2.1%,15.0%,45.5%,37.3%
Calhoun County,Illinois,87.2%,78.9%,8.3%,0.1%,1.3%,0.0%,0.5%,10.9%,43.0%,38.6%,15.8%,8.6%,6.3%,5.2%,3.4%,8.7%,3.6%,14.8%,33.7%,42.6,0.3%,8.7%,31.5%,59.4%
Carroll County,Illinois,90.8%,83.9%,6.9%,0.3%,2.7%,0.0%,0.8%,5.4%,60.6%,30.0%,29.0%,10.2%,10.9%,10.7%,5.6%,11.5%,7.6%,6.3%,8.3%,24.5,1.2%,18.1%,42.2%,38.5%
Cass County,Illinois,92.6%,81.8%,10.8%,0.0%,2.8%,0.1%,0.2%,4.3%,59.2%,40.3%,34.7%,15.4%,7.9%,8.2%,5.3%,10.4%,5.9%,7.2%,4.9%,19.9,2.9%,17.2%,44.2%,35.7%
